"num_etab";"ine";"code_diplome";"c_jour_nais";"c_mois_nais";"c_annee_nais";"c_annee_bac";"c_serie_bac";"c_sexe";"c_nation";"c_double_diplome";"c_a_enqueter";"statut_reponse";"date_reponse";"q2_1";"q2_2";"q2_3";"q2_4a";"q2_4_1";"q2_4_2";"q2_4_3";"q2_4_4";"q2_4_5";"q2_4_6";"q2_4_7";"q2_5";"q3_1_1";"q3_1_2";"q4_1";"q4_2s";"q4_2r";"q4_3";"q5_1";"q5_2";"q5_3";"q5_4";"q6_1";"q6_2";"q6_3";"q6_4";"q6_5";"q6_6s";"q6_6r";"q6_7";"q6_8";"q6_9";"q6_10";"q6_11";"q6_12";"q6_13";"q6_14a";"q6_14b";"q6_15";"q6_16";"q6_17";"q7_1";"q8_1";"q8_2s";"q8_2r";"q8_3";"q8_4";"q8_5";"q8_6";"q8_7";"region_bac";"effectifsEmployeur";"libdip1";"libdip2";"libdip3";"annee"
"1704";60931;"1704";2221714;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;72013;"Bioanalyste au Cancerop�le PACA";5;2;2;1;NA;1600;2;NA;2;7;6;NA;1;NA;NA;1;5;2;2;1;NA;1600;2;NA;58;"Aucun salarié";"LICENCE PRO";"heei";"otttrn";2013
"1705";60931;"1705";2221714;NA;NA;NA;NA;"";"f";"";NA;"";4;15122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;2;1;12014;112015;122015;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;2;2;1;NA;1425;2;NA;9;"Aucun salarié";"LICENCE PRO";"heei";"otttrn";2014
"1706";60931;"1706";2221714;NA;NA;NA;NA;"";"f";"";NA;"";5;15122015;92013;1;3;1;2;2;2;2;2;2;1;2;3;3;3;NA;NA;2;1;92013;82014;92014;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;41;"plus de 500";"LICENCE PRO";"heei";"otttrn";2015
"1707";60931;"1707";2221714;NA;NA;NA;NA;"";"h";"";NA;"";5;2122015;62013;3;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;63;"plus de 500";"LICENCE PRO";"heei";"otttrn";2015
"1708";60931;"1708";2221714;NA;NA;NA;NA;"";"h";"";NA;"";5;3022016;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;"plus de 500";"LICENCE PRO";"heei";"otttrn";2014
"1709";60931;"1709";2221714;NA;NA;NA;NA;"";"h";"";NA;"";5;12122015;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51;"Aucun salarié";"LICENCE PRO";"heei";"otttrn";2015
"1710";60931;"1710";2221714;NA;NA;NA;NA;"";"f";"";NA;"";5;13122015;62013;3;1;2;2;2;2;2;2;2;2;1;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;22014;"Praticien hospitalier � temps partiel au laboratoire du centre hospitalier annecy genevois (74)";2;1;1;2;60;2000;2;NA;2;11;74;NA;1;NA;NA;1;5;1;1;2;60;2200;2;NA;56;"de 10 à 49";"LICENCE PRO";"heei";"otttrn";2014
"1711";60931;"1711";2221714;NA;NA;NA;NA;"";"f";"";NA;"";5;15122015;72013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;"de 50 à 499";"LICENCE PRO";"heei";"otttrn";2014
"1712";60931;"1712";2221714;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;72013;3;3;2;2;2;2;2;2;2;2;2;2;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122014;"Pharmaceutical market analyst";3;2;2;1;NA;1900;2;NA;4;7;6;NA;1;NA;NA;1;3;6;6;1;NA;1100;NA;NA;85;"de 3 à 9";"LICENCE PRO";"heei";"otttrn";2014
"1713";60931;"1713";2221714;NA;NA;NA;NA;"";"h";"";NA;"";5;2122015;72013;3;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13;"plus de 500";"LICENCE PRO";"heei";"otttrn";2015
"1714";60931;"1714";2221714;NA;NA;NA;NA;"";"f";"";NA;"";4;23012016;72013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84;"plus de 500";"LICENCE PRO";"heei";"otttrn";2014
"1715";60931;"1715";2221714;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;62013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;"Aucun salarié";"LICENCE PRO";"heei";"otttrn";2014
"1716";60931;"1716";2221714;NA;NA;NA;1991;"";"f";"";NA;"";5;3022016;72013;3;2;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42014;"assistante ing�nieur";5;1;1;1;NA;1607;2;NA;2;7;6;NA;1;NA;NA;1;5;1;1;1;NA;1613;2;NA;74;"de 50 à 499";"LICENCE PRO";"heei";"otttrn";2013
"1717";60931;"1717";2221714;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;62013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14;"de 3 à 9";"LICENCE PRO";"heei";"otttrn";2013
"1718";60931;"1718";2221714;NA;NA;NA;NA;"";"h";"";NA;"";5;2122015;62013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;95;"de 10 à 49";"LICENCE PRO";"heei";"otttrn";2014
"1719";60931;"1719";2221714;NA;NA;NA;NA;"";"f";"";NA;"";5;5032016;62013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25;"plus de 500";"LICENCE PRO";"heei";"otttrn";2014
"1720";60931;"1720";2221714;NA;NA;NA;NA;"";"f";"";NA;"";4;11122015;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;94;"de 3 à 9";"LICENCE PRO";"heei";"otttrn";2015
"1721";60931;"1721";2221714;NA;NA;NA;NA;"";"h";"";NA;"";5;26122015;62013;3;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;1;NA;NA;NA;NA;2;NA;92014;"Maitre de conf�rence des universit�s-praticien hospitalier";2;1;1;1;NA;NA;2;NA;2;11;6;NA;2;112005;92014;1;2;1;1;1;NA;NA;2;NA;43;"Aucun salarié";"LICENCE PRO";"heei";"otttrn";2015
"1722";60931;"1722";2221714;NA;NA;NA;NA;"";"h";"";NA;"";5;2122015;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70;"Aucun salarié";"LICENCE PRO";"heei";"otttrn";2013
"1723";60931;"1723";2221714;NA;NA;NA;NA;"";"h";"";NA;"";5;2122015;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;70;"Aucun salarié";"LICENCE PRO";"heei";"otttrn";2013
"1724";60931;"1724";2221714;NA;NA;NA;NA;"";"h";"";NA;"";5;3032016;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;86;"plus de 500";"LICENCE PRO";"heei";"otttrn";2014
"1725";60931;"1725";2216926;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;72013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;2;1;NA;12014;122015;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;5;2;2;1;NA;1600;2;NA;11;"de 3 à 9";"MASTER ENS";"ryml";"urvfxn";2013
"1726";60931;"1726";2216926;NA;NA;NA;NA;"";"f";"";NA;"";4;15122015;82013;3;3;2;2;2;2;2;2;2;2;2;2;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102015;"analyste programmeur";3;2;2;1;NA;2750;2;NA;4;7;75;NA;2;112013;102015;1;3;2;2;1;NA;2100;1;2100;70;"de 50 à 499";"MASTER ENS";"ryml";"urvfxn";2015
"1727";60931;"1727";2216926;NA;NA;NA;NA;"";"f";"";NA;"";4;22122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112013;"ingenieur d'�tude au CNRS";5;2;2;1;NA;1600;2;NA;2;7;38;NA;1;NA;NA;1;5;2;2;1;NA;1600;2;NA;77;"de 3 à 9";"MASTER ENS";"ryml";"urvfxn";2014
"1728";60931;"1728";2216926;NA;NA;NA;NA;"";"f";"";NA;"";5;14032016;62013;3;3;1;2;2;2;2;2;2;1;2;3;3;2;2;2;1;NA;NA;NA;NA;2;NA;112013;"Ing�nieur d'�tude contractuel au CNRS";5;2;2;1;NA;1650;2;NA;2;7;13;NA;1;NA;NA;1;5;2;2;1;NA;1650;2;NA;91;"de 10 à 49";"MASTER ENS";"ryml";"urvfxn";2014
"1729";60931;"1729";2216926;NA;NA;NA;1996;"";"h";"";NA;"";5;5012016;72013;3;2;1;2;2;2;1;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102013;"Ing�nieur d'�tude";5;2;2;1;NA;1630;2;NA;NA;1;78;NA;1;NA;NA;1;5;2;2;1;NA;1630;2;NA;85;"de 3 à 9";"MASTER ENS";"ryml";"urvfxn";2015
"1730";60931;"1730";2216926;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;62013;3;2;2;2;2;2;2;2;2;2;2;3;3;1;2;2;1;NA;NA;NA;NA;2;NA;112001;"Responsable Unit� Histologie";3;2;2;1;NA;NA;2;NA;4;7;6;NA;2;112001;12014;1;3;4;4;1;NA;NA;2;NA;88;"de 50 à 499";"MASTER ENS";"ryml";"urvfxn";2014
"1731";60931;"1731";2216926;NA;NA;NA;NA;"";"f";"";NA;"";5;11122015;92014;3;3;1;2;2;2;2;2;1;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102014;"ing�nieur technico commercial";3;2;2;1;NA;1915;1;10000;4;11;60;NA;1;NA;NA;1;3;2;2;1;NA;NA;1;NA;55;"de 50 à 499";"MASTER ENS";"ryml";"urvfxn";2013
"1732";60931;"1732";2221715;NA;NA;NA;NA;"";"f";"";NA;"";5;29122015;72013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;87;"Aucun salarié";"LICENCE PRO";"mqdf";"aytyrb";2014
"1733";60931;"1733";2221715;NA;NA;NA;NA;"";"f";"";NA;"";4;15122015;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;61;"de 50 à 499";"LICENCE PRO";"mqdf";"aytyrb";2014
"1734";60931;"1734";2221715;NA;NA;NA;NA;"";"h";"";NA;"";5;3122015;62013;1;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15;"de 50 à 499";"LICENCE PRO";"mqdf";"aytyrb";2014
"1735";60931;"1735";2221715;NA;NA;NA;NA;"";"h";"";NA;"";5;23012016;62012;3;3;1;2;2;2;1;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112009;"m�decin";3;2;2;1;NA;2600;2;NA;2;11;6;NA;2;112009;112013;1;3;2;2;1;NA;2600;2;NA;30;"de 3 à 9";"LICENCE PRO";"mqdf";"aytyrb";2014
"1736";60931;"1736";2221715;NA;NA;NA;NA;"";"h";"";NA;"";5;5032016;62013;3;3;NA;2;2;2;2;2;2;2;NA;3;2;3;NA;NA;2;2;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;33;"plus de 500";"LICENCE PRO";"mqdf";"aytyrb";2014
"1737";60931;"1737";2221715;NA;NA;NA;NA;"";"f";"";NA;"";5;3122015;62013;1;3;2;2;2;2;2;2;2;2;2;2;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122014;"Ing�nieur hospitalier";5;2;2;1;NA;1425;2;NA;2;10;6;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;70;"de 3 à 9";"LICENCE PRO";"mqdf";"aytyrb";2015
"1738";60931;"1738";2221715;NA;NA;NA;NA;"";"f";"";NA;"";5;2022016;72013;3;1;2;2;2;2;2;2;2;2;2;2;3;3;NA;NA;2;1;92014;22016;82014;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;13;"plus de 500";"LICENCE PRO";"mqdf";"aytyrb";2013
"1739";60931;"1739";2221715;NA;NA;NA;NA;"";"h";"";NA;"";5;3122015;62013;3;3;2;2;2;2;2;2;2;2;2;NA;1;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;42;"plus de 500";"LICENCE PRO";"mqdf";"aytyrb";2014
"1740";60931;"1740";2221715;NA;NA;NA;NA;"";"h";"";NA;"";5;4022016;62013;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;84;"de 3 à 9";"LICENCE PRO";"mqdf";"aytyrb";2014
"1741";60931;"1741";2221715;NA;NA;NA;NA;"";"f";"";NA;"";5;11122015;72013;3;3;2;2;2;2;2;2;2;2;2;2;3;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34;"de 10 à 49";"LICENCE PRO";"mqdf";"aytyrb";2015
"1742";60931;"1742";2221714;NA;NA;NA;NA;"";"f";"";NA;"";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38;"de 3 à 9";"LICENCE PRO";"heei";"otttrn";2014
"1743";60931;"1743";2221715;NA;NA;NA;NA;"";"h";"";NA;"";5;13122015;62013;3;3;1;2;2;2;1;2;2;2;2;2;2;1;2;2;1;NA;NA;NA;NA;1;2;112014;"Assistant hospitalier universitaire en odontologie";2;NA;NA;1;NA;3000;1;10000;2;11;6;NA;2;92008;92010;1;2;NA;NA;1;NA;3000;1;10000;80;"de 10 à 49";"LICENCE PRO";"mqdf";"aytyrb";2014
"1744";60931;"1744";2221715;NA;NA;NA;NA;"";"f";"";NA;"";5;23122015;72013;3;3;2;2;2;2;2;2;2;2;2;2;3;2;1;1;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28;"Aucun salarié";"LICENCE PRO";"mqdf";"aytyrb";2014
"1745";60931;"1745";2221715;NA;NA;NA;NA;"";"f";"";NA;"";4;26012016;62013;3;2;1;2;2;2;2;2;2;1;2;2;3;3;NA;NA;1;NA;NA;NA;NA;NA;NA;12012;"m�deccin � l'hopital";5;2;2;1;NA;3500;2;NA;2;11;6;NA;1;NA;NA;1;5;2;2;1;NA;3500;2;NA;64;"de 10 à 49";"LICENCE PRO";"mqdf";"aytyrb";2015
"1746";60931;"1746";2210322;7;7;1989;2007;"ES";"h";"f";NA;"";4;15122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;12015;"EMPLOY� DE BANQUE";3;7;7;1;NA;1530;1;1530;4;6;6;NA;2;92013;122014;1;5;7;7;1;NA;1160;2;NA;7;"de 3 à 9";"LICENCE PRO";"npuz";"dzxapz";2013
"1747";60931;"1747";2210322;27;8;1988;2007;"STI";"h";"f";NA;"";5;NA;NA;NA;NA;NA;2;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;68;"de 3 à 9";"LICENCE PRO";"npuz";"dzxapz";2015
"1748";60931;"1748";2210322;2;9;1989;2007;"ES";"f";"f";NA;"";4;17122015;102013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92015;"adjoint admninistratif pour l'�ducation";5;7;7;1;NA;1200;2;NA;2;10;6;NA;2;92012;102015;1;3;7;7;1;NA;1100;2;NA;36;"plus de 500";"LICENCE PRO";"npuz";"dzxapz";2014
"1749";60931;"1749";2210322;13;5;1988;2007;"S";"f";"f";NA;"";4;15122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112015;"responsable commercial";3;2;2;1;NA;2200;1;31200;4;4;6;NA;2;92013;42014;1;3;7;7;1;NA;1200;1;7500;54;"plus de 500";"LICENCE PRO";"npuz";"dzxapz";2014
"1750";60931;"1750";2210322;27;6;1988;2007;"0031";"f";"e";NA;"";5;12032016;92013;3;2;2;2;2;2;2;2;2;2;2;2;NA;3;NA;NA;1;NA;NA;NA;NA;1;2;102015;"";5;4;4;1;NA;NA;NA;NA;4;4;NA;NA;1;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;95;"Aucun salarié";"LICENCE PRO";"npuz";"dzxapz";2014
"1751";60931;"1751";2210322;18;5;1990;2008;"S";"f";"f";NA;"oui";5;7022016;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;1;2;112015;"Manager d'un magasin de outdoor activites  Serveuse dans un caf� restaurant";3;2;2;1;NA;1800;2;NA;4;4;NA;NA;2;32014;92014;2;NA;NA;NA;NA;NA;NA;NA;NA;20;"Aucun salarié";"LICENCE PRO";"npuz";"dzxapz";2015
"1752";60931;"1752";2210322;3;10;1987;2006;"L";"f";"e";NA;"";5;3122015;92013;1;1;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112013;"";3;NA;NA;1;NA;NA;NA;NA;4;11;20;NA;2;32008;12009;1;3;NA;NA;1;NA;NA;NA;NA;57;"de 50 à 499";"LICENCE PRO";"npuz";"dzxapz";2013
"1753";60931;"1753";2210322;23;10;1984;2001;"0031";"f";"e";NA;"";4;26012016;92013;3;2;1;2;2;2;2;2;2;1;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;42014;"r�ceptionniste dans un h�tel";5;7;7;2;50;900;2;NA;4;4;6;NA;1;NA;NA;1;5;7;7;1;NA;1200;2;NA;10;"Aucun salarié";"LICENCE PRO";"npuz";"dzxapz";2015
"1754";60931;"1754";2212318;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;52013;3;1;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92015;"Enseignant BSE";2;1;1;2;50;1418;2;NA;2;9;69;NA;2;92013;82015;1;5;5;5;1;NA;1210;2;NA;83;"plus de 500";"MASTER ENS";"fkrt";"oezbsy";2014
"1755";60931;"1755";2212318;NA;NA;NA;NA;"";"f";"";NA;"";4;15122015;62013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;112014;"COMMERCIALE DANS L'architecture d'int�rieur";3;7;7;1;NA;1200;1;NA;4;4;6;NA;2;72013;112013;1;5;7;7;1;NA;1250;1;NA;71;"de 3 à 9";"MASTER ENS";"fkrt";"oezbsy";2015
"1756";60931;"1756";2212318;NA;NA;NA;NA;"";"f";"";NA;"";5;14122015;92013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;"Chef de projet sur la recherche-action \"Pour la sant�, je bouge dans mon quartier\"";3;7;7;1;NA;1800;2;NA;5;11;93;NA;1;NA;NA;1;5;7;7;1;NA;1800;2;NA;30;"de 50 à 499";"MASTER ENS";"fkrt";"oezbsy";2013
"1757";60931;"1757";2212318;NA;NA;NA;NA;"";"f";"";NA;"";5;18012016;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;"assistante d'�ducation";5;NA;NA;1;NA;1224;2;NA;2;9;83;NA;2;42012;82014;1;5;NA;NA;1;NA;1224;2;NA;75;"plus de 500";"MASTER ENS";"fkrt";"oezbsy";2014
"1758";60931;"1758";2212318;NA;NA;NA;NA;"";"f";"";NA;"";5;16122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122014;"Educateur en APA";5;4;4;1;NA;1600;NA;NA;5;11;6;NA;2;102013;72014;1;5;4;4;1;NA;1600;NA;NA;22;"de 3 à 9";"MASTER ENS";"fkrt";"oezbsy";2013
"1759";60931;"1759";2212318;NA;NA;NA;NA;"";"h";"";NA;"";5;4122015;72013;1;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;82013;"Moniteur en Maison Familiale Rurale";3;NA;NA;1;NA;1700;2;NA;5;1;55;NA;NA;NA;NA;1;3;NA;NA;1;NA;1560;2;NA;42;"Aucun salarié";"MASTER ENS";"fkrt";"oezbsy";2015
"1760";60931;"1760";2212318;NA;NA;NA;NA;"";"f";"";NA;"";5;15122015;92013;3;3;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;102013;"Operateur";3;6;6;1;NA;1300;NA;NA;4;2;6;NA;NA;NA;NA;1;3;6;6;1;NA;1300;NA;NA;22;"de 50 à 499";"MASTER ENS";"fkrt";"oezbsy";2015
"1761";60931;"1761";2212318;NA;NA;NA;NA;"";"h";"";NA;"";4;19122015;72013;3;1;1;2;2;2;2;2;2;1;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;122013;"charg�e de projet de nutrition";3;7;7;1;NA;2200;1;400;NA;11;94;NA;1;NA;NA;1;5;7;7;1;NA;2000;1;800;27;"plus de 500";"MASTER ENS";"fkrt";"oezbsy";2015
"1762";60931;"1762";2212318;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;92013;3;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;3;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;"plus de 500";"MASTER ENS";"fkrt";"oezbsy";2013
"1763";60931;"1763";2216933;NA;NA;NA;NA;"";"f";"";NA;"";4;22122015;62013;3;1;2;2;2;2;2;2;2;2;2;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92015;"PROFESSEUR D'EPS";2;1;1;1;NA;1730;2;NA;2;9;94;NA;1;NA;NA;3;NA;NA;NA;NA;NA;NA;NA;NA;48;"Aucun salarié";"DUT";"npuz";"uxrmdk";2015
"1764";60931;"1764";2216933;NA;NA;NA;NA;"";"f";"";NA;"";4;15122015;72013;2;3;2;2;2;2;2;2;2;2;1;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;"enseignant ";2;1;1;1;NA;2400;2;NA;2;9;93;NA;1;NA;NA;1;2;1;1;1;NA;1700;2;NA;15;"plus de 500";"DUT";"npuz";"uxrmdk";2015
"1765";60931;"1765";2216933;NA;NA;NA;NA;"";"f";"";NA;"";5;2122015;62013;2;3;1;2;2;2;2;2;2;1;1;3;3;2;2;2;1;NA;NA;NA;NA;2;NA;92013;"Professeur d'Eps";2;1;1;1;NA;2200;2;NA;2;9;94;NA;1;NA;NA;1;2;1;1;1;NA;2000;2;NA;22;"de 3 à 9";"DUT";"npuz";"uxrmdk";2015
"1766";60931;"1766";2216933;NA;NA;NA;NA;"";"h";"";NA;"";4;22122015;62013;2;3;2;2;2;2;2;2;2;2;1;3;3;3;NA;NA;1;NA;NA;NA;NA;2;NA;92013;"professeur d'EPS";2;1;1;1;NA;1860;2;NA;2;9;6;NA;1;NA;NA;1;2;1;1;1;NA;2300;2;NA;8;"de 3 à 9";"DUT";"npuz";"uxrmdk";2015
